Timestamp,Ticker,Quantity,Entry Price,Entry Value,Current Price,Current Value,P&L,P&L %,Target Price,Stop Loss,Entry Time,Status
2026-04-15T12:17:49.126272,M&M,480,450,216000,450,216000,0,0,530,400,2026-04-15 11:56:00,OPEN
